@relation A1

@attribute lexical numeric
@attribute structral numeric
@attribute quality numeric
@attribute label {'1','0'}

@data
158.129931372549	1.4526	6.98548922791983	0
149.09393529411767	1.4526	7.1264860983578595	0
185.23791960784314	1.4526	5.958806817340651	1
257.52588823529413	2.9707999999999997	6.67940989010989	0
203.30991176470587	2.9707999999999997	7.252149999999999	0
185.23791960784314	2.9707999999999997	5.061447272727272	0
153.61193333333333	0.0	7.633118672684828	0
185.23791960784314	2.9707999999999997	5.061447272727272	0
153.61193333333333	0.0	7.633118672684828	0
185.23791960784314	2.9707999999999997	5.061447272727272	0
50.75284140969163	0.0	16.52932063020297	0
71.05397797356828	0.0	0.11279000124931335	0
69.02386431718061	0.0	0.17987261347770692	0
54.81306872246696	0.0	0.37558679437637327	0
225.34261585903084	0.0	6.312213333333333	0
180.6801154185022	0.0	4.8279151515151515	1
180.6801154185022	0.0	4.8279151515151515	1
28.421591189427314	0.0	0.30854372153282167	0
109.62613744493392	0.0	1.6879194765351713E-4	0
176.61988810572686	0.0	5.853936666666667	0
272.7395551020408	0.0	5.162507080680132	0
225.715493877551	0.0	6.237492006492615	0
206.9058693877551	0.0	6.229674716472625	0
206.9058693877551	0.0	6.241317037391663	0
206.9058693877551	0.0	6.240421197605133	0
206.9058693877551	0.0	6.262255129623413	0
206.9058693877551	0.0	6.229674716472625	0
206.9058693877551	0.0	5.910797070026398	0
216.3106816326531	0.0	5.803228567854563	0
225.715493877551	0.0	0.0	0
208.4733380952381	3.8096999999999994	0.0	0
157.26936031746033	0.0	8.398932653444463	0
179.21392222222224	2.2117	6.9646897804277454	0
237.732753968254	6.780499999999999	5.208395043739522	1
190.18620317460318	2.2117	4.994723809523809	0
234.07532698412697	2.2117	0.016124248299002646	0
204.8159111111111	8.312899999999999	6.218458181818182	0
197.50105714285712	2.9707999999999997	6.447308888888888	0
113.3802365079365	2.2117	8.36382825606664	0
160.9267873015873	0.0	5.338766666666666	0
298.78365054945056	11.138300000000001	6.437220202020201	1
248.14235384615384	2.9052	4.750071111111111	1
141.79563076923077	0.0	0.5704368828773498	0
141.79563076923077	1.4526	0.10087850682735443	0
192.4369274725275	2.9052	4.789505263157895	0
197.50105714285712	0.0	4.984055813953488	0
177.24453846153847	0.0	4.950236476736267	0
227.88583516483519	0.0	4.7306101010101	0
248.14235384615384	1.4526	5.773806034482758	0
197.50105714285712	2.9052	4.669794444444444	0
215.05670666666668	1.4526	12.012224999999999	1
206.2788819047619	1.4526	6.358776654421557	0
206.2788819047619	4.357799999999999	5.7997909979234565	0
197.50105714285712	1.4526	6.338972222222222	0
206.2788819047619	4.357799999999999	5.7997909979234565	0
197.50105714285712	1.4526	6.338972222222222	0
206.2788819047619	4.357799999999999	5.7997909979234565	0
197.50105714285712	1.4526	6.338972222222222	0
206.2788819047619	4.357799999999999	5.7997909979234565	0
197.50105714285712	1.4526	6.338972222222222	0
176.3197843478261	2.9707999999999997	0.0	0
104.18896347826087	5.8104	0.06708560415506364	0
104.18896347826087	0.0	0.0667543444275856	0
140.25437391304348	0.0	5.174325618450265	0
148.26890956521737	0.0	4.976654376503892	0
236.42880173913045	11.203899999999999	4.837478815037198	1
180.32705217391305	0.0	4.880042857142857	0
256.46514086956523	11.203899999999999	4.745417391304348	1
160.29071304347826	2.9707999999999997	2.0187817607074976E-4	0
160.29071304347826	2.9707999999999997	9.429442910477519E-5	0
202.05877384615385	2.9707999999999997	6.5083720675269765	1
219.78322769230772	2.9707999999999997	6.52834970634381	1
152.43030307692308	1.4526	6.610996346084277	1
145.34052153846153	1.4526	6.678007821385066	1
152.43030307692308	1.4526	6.610996346084277	1
145.34052153846153	1.4526	6.678007821385066	1
226.87300923076924	2.9707999999999997	0.0	0
219.78322769230772	0.0	0.0	0
209.14855538461538	0.0	4.988015335053205E-4	0
205.60366461538462	0.0	0.0	0
123.24678372093022	0.0	5.960902221928324	1
139.32245116279068	0.0	6.319563741779327	1
150.0395627906977	0.0	0.0	0
139.32245116279068	0.0	6.319563741779327	1
155.39811860465116	0.0	5.056854486943703	0
155.39811860465116	0.0	0.29389982385635377	0
182.1908976744186	0.0	0.3138205811023712	0
182.1908976744186	0.0	0.3138205811023712	0
133.9638953488372	0.0	0.0	0
150.0395627906977	0.0	0.0	0
48.10394572025052	0.0	0.005472002866864205	0
29.824446346555323	0.0	0.24797433886528014	0
52.914340292275575	0.0	0.05324389246702194	0
66.38344509394571	2.9707999999999997	6.8167152224350716	0
123.14610104384133	16.1098	6.142125885557601	1
73.1179974947808	2.9707999999999997	6.261546248056845	1
47.14186680584551	1.4526	0.3138205811023712	0
47.14186680584551	1.4526	0.3138205811023712	0
37.52107766179541	0.0	0.0	0
50.028103549060546	0.0	0.0	0
110.13685786163522	1.4526	5.49121090081618	0
142.01857987421383	0.0	5.067623404785991E-4	0
136.22190314465408	0.0	5.468245161290322	0
252.15543773584906	0.0	4.646726436781609	0
104.34018113207547	0.0	0.022999427312612532	0
69.56012075471698	0.0	5.853748465676741	0
75.35679748427673	0.0	5.5628136861042545	0
69.56012075471698	0.0	5.916626796575026	0
46.373413836477994	0.0	0.0027682985700666902	0
